feature_total,mbti_i_e,mbti_n_s,mbti_f_t,mbti_j_p
잘 먹고  잘 자고  생각이 단순하다  고민하다가 그냥 잠든다 ,0,1,0,1
답장이 빠르다  ,0,1,0,1
혼자 있는 것을 힘들어한다 ,0,1,0,1
조직생활 보다는 자유로울 때 능력을 발휘한다 ,0,1,0,1
정작 하고 싶은 말은 못한다 ,0,1,0,1
말 자체는 많이 하는데 질은 떨어지는 편이다  말에 임팩트가 없고 체계적  논리적이지 못한 것도 있다  다만 개그 수준으로 웃기고 재미는 있다 ,0,1,0,1
이야기할 때 요점과 더불어 부연 설명을 많이 덧붙인다 ,0,1,0,1
귀가 얇다  ,0,1,0,1
틀에 박힌 것을 싫어하고  계획에 따라 하는 것을 힘들어한다 ,0,1,0,1
부기능이 Fi(내향 감정)라 외향적인 사람들 외에도 내향적인 사람들과도 잘 어울린다 ,0,1,0,1
개성적인 매력이 있는 편이다 ,0,1,0,1
무계획적이고 충동적인 여행을 즐긴다 ,0,1,0,1
매우 덜렁거린다 ,0,1,0,1
"재기 발랄한 활동가 스파크형  따뜻하고 정열적이고 활기가 넘치며 재능이 많고 상상력이 풍부하다  온정적이고 창의적이며 항상 새로운 가능성을 찾고 시도하는 형이다  문제 해결에 재빠르고 관심이 있는 일은 무엇이든지 수행해내는 능력과 열성이 있다  다른 사람들에게 관심을 쏟으며 사람들을 잘 다루고 뛰어난 통찰력으로 도움을 준다  반복되는 일상적인 일을 참지 못하고 열성이 나지 않는다  또한 한 가지 일을 끝내기도 전에 몇 가지 다른 일을 또 벌리는 경향을 가지고 있다  통찰력과 창의력이 요구되지 않는 일에는 흥미를 느끼지 못하고 열성을 불러 일으키지 못한다 
",0,0,0,1
감정이 얼굴에 잘 드러난다 ,0,0,0,1
새로운 시도를 좋아한다 ,0,0,0,1
사람을 기쁘게 해주는 타고난 능력이 있다  따라서 평판이 좋고 주변에서 따르는 사람들이 많다 ,0,0,0,1
계획하기 보다는 그때그때 일을 처리하는 편이다 ,0,0,0,1
새로운 사람 만나기를 좋아한다 ,0,0,0,1
감수성이 풍부하고  눈물이 많다 ,0,0,0,1
위기 대처능력이 뛰어나다 ,0,0,0,1
행사나 일을 잘 주선한다 ,0,0,0,1
경제 개념이 희박하다  돈을 모으기 힘들 수 있다 ,0,0,0,1
감정의 기복이 심하다 ,0,0,0,1
정이 많은 유형이다 ,0,0,0,1
외향적인 성격이라 사람들과 만나는 것을 좋아하지만  종종 혼자만의 시간을 꼭 필요로 하기에 그럴 땐 철저하게 혼자 있는다  그래서 잠수도 종종 타는 편이다 ,0,0,0,1
평소에 화를 잘 안낸다  대신 잘 토라지는데  달래주면 또 금방 풀린다 ,0,0,0,1
몽상가 혹은 공상가라고 불리기도 한다 ,0,0,0,1
상대방의 말에 민감하나 신경쓰지 않는 척하며  눈치도 굉장히 빠르지만 그걸 드러내고 싶지는 않아서 눈치 없는 척하는 경우가 많다 ,0,0,0,1
내면에 열정을 지녔다 ,0,0,0,1
놀다가도 몰입이 안 되고 '지금 뭘하고 있는 건가 ' 하는 생각이 들 때가 있다 ,0,0,0,1
멋내고 꾸미는 것을 좋아한다  디자인 분야에 관심이 있는 사람도 많다 ,0,0,0,1
상대에게 양보를 잘 하며 화날 때는 유연하게 넘어가는 편이다  화를 냈다면 정말 한계에 다다른 것이다 ,0,0,0,1
상대방과 싸움을 시작할 때는 심장부터 뛴다 ,0,0,0,1
인생을 즐겁게 살려고 한다 ,0,0,0,1
반복적인 일상에 괴로워하며  그렇기에 단순 암기를 싫어한다 ,0,0,0,1
선생님이 마음에 들면 그 과목을 제일 열심히 하며 가장 좋아하는 과목이 된다 ,0,0,0,1
좋아하는 사람과 싫어하는 사람의 구별이 뚜렷하다  호불호가 분명하고 인간관계도 극단적인 편이다  따라서 상대방이 누구냐에 따라 천사가 되기도 하며 악마가 되기도 한다 ,0,0,0,1
밀당을 매우 싫어하며  밀면 그대로 밀려나 포기해버리는 스타일   이 유형의 사람들에게는 항상 진심으로 대하는 것이 좋다 ,0,0,0,1
분위기를 잘 띄운 후에 본인은 빠진다 ,0,0,0,1
인싸 중의 아싸  아싸 중의 인싸  외향적인 성향이지만 이상주의적인 성격이라 누군가 소외되는 걸 싫어하는데다 말도 잘 걸어주고 공감 능력도 뛰어나고 추진력도 좋아서 내향적인 사람과 궁합이 좋다  ,0,0,0,1
E 유형 중에서는 다소 내향성이 강한 유형이기도 하다  그래서 뼈외향인과는 오히려 잘 안 맞을 수도 있다 ,0,0,0,1
흥미있는 일에는 굉장히 열정적이나 관심 없는 일이나 하기 싫은 것에는 눈길조차 주지 않는다  굳이 하기 싫은 것을 할 때는 굉장히 수동적으로 행동한다 ,0,0,0,1
유연하고 진보적인 사고를 가졌지만  지켜야 할 건 지켜야 한다고 생각한다 ,0,0,0,1
무언가에 쉽게 열중했다가 쉽게 그만둔다 ,0,0,0,1
다른 사람들에게 폐 끼치는 걸 굉장히 싫어한다  반대로 사람들이 자신에게 무례하게 행동하는 것도 굉장히 싫어한다 ,0,0,0,1
계획을 짜는 걸 싫어하지만 나서는 사람이 없으면 직접 나서서 계획을 세우며  때로는 계획을 짜는 것에 재미를 느끼기도 한다  귀차니즘을 많이 느끼나 나서고 만드는걸 좋아하기 때문  그리고 계획이 잘 진행돼서 만족하는 친구들을 보고 흡족한다 ,0,0,0,1
불만이나 할말을 잘 표현하는 편이지만  직설적으로 말하기보다 돌려 말하기를 선호한다 ,0,0,0,1
지각을 많이 한다 ,0,0,0,1
하기 싫은 일은 끝까지 안하고 싶어하는 경향이 있다 ,0,0,0,1
친구를 두루두루 사귀는걸 좋아해서 자칫 넓고 얕은 인간관계처럼 보이기도하는데 사실 좁고 깊은 인간관계를 소유하고있는 경우가 많다 ,0,0,0,1
정이 많아 한 사람에게 상처를 받아도 쉽게 내치지 못한다 ,0,0,0,1
발명가형 박식하고 독창적이며 창의력이 풍부하다  안목이 넓고 다방면에 관심과 재능이 많다  풍부한 상상력과 새로운 일을 시도하는 솔선력이 강하며 논리적이다  새로운 문제나 복잡한 문제에 해결 능력이 뛰어나며 사람들의 동향에 대해 기민하고 박식하다  그러나 일상적이고 세부적인 일을 경시하고 태만하기 쉽다  즉  새로운 도전이 없는 일에는 흥미가 없으나 관심을 갖고 있는 일에는 대단한 수행능력을 가지고 있다  때로는 경쟁적이며  현실적이다기 보다는 이상주의자에 가까운 편이다  ,0,0,1,1
대개 팔방미인  다재다능이다 ,0,0,1,1
두뇌회전이 빠른 편이고 어떤 사안에 대한 대략적인 이해가 매우 뛰어나다 ,0,0,1,1
발상력이 매우 좋아 단기적인 문제 해결에 있어 효율 및 성과는 뛰어나지만  장기적인 노력이 필요한 경우 노력을 꾸준히 투입하기가 어렵다  ,0,0,1,1
특성상 벼락치기를 선호하는 경우가 많고 노력 대비 결과가 상당히 괜찮은 편이다  심지어 시험 공부를 하지 않고도 결과가 잘 나오기도 한다   그러나 장기적으로 공부해야 하는 시험에는 성과가 좋지 못할 수 있다 ,0,0,1,1
빠르게 눈치채고 있지만 상황을 저울질 해본뒤 눈치볼 필요가 없다고 느껴지면 마이웨이를 달리는 경우가 많다  눈치 없다는 소리를 꽤 듣는 이유 중 하나 ,0,0,1,1
애초에 주변의 시선에 초점을 두는 유형이 아니라 타인의 눈치를 보는걸 진짜로 잊어먹는 경우가 흔한 편이다  눈치 없다는 소리를 꽤 듣는 이유 중 둘 ,0,0,1,1
타인의 의중을 섬세하게 고려해서 맞춰주는 눈치가 뛰어난건 아니지만  남들이 놓칠법한 부분은 오히려 쉽게 눈치채는 경향이 강하다 ,0,0,1,1
자존감이 굉장히 높고 자신에 대한 확신이 강하다 ,0,0,1,1
복잡한 문제를 쉽게 해결할 지름길 내지 꼼수를 발견하는데 능하다,0,0,1,1
항상 새로운 것을 추구한다 ,0,0,1,1
마음만 먹으면 못하는 것이 없다 ,0,0,1,1
이것저것 손대는 것이 많다 ,0,0,1,1
일을 시작하는 데 있어 추진력은 좋지만 뒷심이 부족한 편  즉  용두사미가 되기 쉽다 ,0,0,1,1
반복적으로 꾸준히 해나가면 해결되는 문제보다는 차라리 비반복적인 어려운 문제를 해결하는 것이 더 수월하다 ,0,0,1,1
어떤 유형의 사람이든간에 편견 없이 보려고 한다 ,0,0,1,1
처음 보는 사람에게 말 거는 데 거리낌이 없다 ,0,0,1,1
분위기나 타인의 생각을 읽고 이해하는 능력이 뛰어나고  대화를 매력적으로 이끌어 나간다 ,0,0,1,1
대화에 있어서는 자신의 말에 대한 상대의 반응이 어떤지 꽤 신경 쓰는 편 ,0,0,1,1
타인의 일에 크게 관심이 없고  자신이 인정받고 싶어하는 분야 외에는 타인이 자신을 어떻게 평가하는지 관심 없다 ,0,0,1,1
모든 성격 유형 중 스트레스가 가장 적어보인다 ,0,0,1,1
자기애가 강하며  자기 합리화를 잘 한다 ,0,0,1,1
자신의 아이디어로 남을 이끌어가는 것을 좋아하나 지나친 간섭은 잘 하지 않는다 ,0,0,1,1
자신의 생각을 거리낌 없이 말한다 ,0,0,1,1
토론이나 논쟁을 좋아하며 자신의 의견으로 끝을 맺어야 하는 성격이다 ,0,0,1,1
자기주관과 가치관이 매우 뚜렷하다 ,0,0,1,1
좋아하는 사람과 싫어하는 사람 구분이 확실하다 ,0,0,1,1
E 타입이기에 기본적으로 외향적이긴 하나 E 타입 중에서는 내향 성향이 가장 강한 편이다   ,0,0,1,1
겉으로 드러나는 성격에 비해 개인주의 성향이 강하며 독립적이다  ,0,0,1,1
다른 사람들이 자신을 무시하는 것을 굉장히 싫어한다 ,0,0,1,1
대개 겉과 속이 같은 사람들이다 ,0,0,1,1
인간관계가 자유롭다 ,0,0,1,1
온갖 것에 관심이 많다 ,0,0,1,1
위험을 감수해서라도 새로운 시도를 하는 편이며 모험심이 강하다 ,0,0,1,1
관심 있는 분야가 아니면 한 번 들은 얘기를 또 듣는 걸 극도로 싫어한다 ,0,0,1,1
뒤끝이 없고 애초에 잘 화가 나거나 삐지는 편이 아니다  ,0,0,1,1
단어 하나로 2시간도 이야기 한다 ,0,0,1,1
일상적이고 반복되는 일은 지루하고 힘들어 한다 ,0,0,1,1
007 제임스 본드형'이다 ,0,0,1,1
경쟁심이 강한 편이다  ,0,0,1,1
빠뜨리거나 빼먹는 일이 많다 ,0,0,1,1
다른 누구의 설득되지 않는 권유나 참견은 질색한다 ,0,0,1,1
자신의 가치관이 우선이며 기존의 전통이나 권위  규범은 답답해하는 편 ,0,0,1,1
새로운 아이디어나 창의적인 발상을 잘 낸다 ,0,0,1,1
학창시절 때 머리는 좋은데 공부를 안 한다는 소리를 많이 들어온다 ,0,0,1,1
자신의 판단에 따라 행동한다 ,0,0,1,1
말을 나오는 대로 막 할 수 있다 ,0,0,1,1
남이 하는 거 보고 맞춰 가는 분야의 일은 싫어한다 ,0,0,1,1
자기주장이 강한 것에 비해 정당한 비판에 대한 수용이 빠르다  ,0,0,1,1
호감의 표시 또는 친해지고 싶은 이유로 놀리거나 짓궂은 장난을 좋아한다   반응이 귀엽거나 찰질수록 더 좋아하는 경향이 있다 ,0,0,1,1
동성  이성 가릴거없이 아무한테나 멘트를 잘치지만 정말 좋아하는 사람앞에서는 말이 과하게 많아지거나 아예 없어지거나 둘 중 하나다 ,0,0,1,1
ENTP에게 절대적으로 존경하는 사람이 생기는 일은 드물기에  존경하는 사람이 생기면 자신의 가치관에 존경하는 사람의 가치관이 혼합될 확률이 높다 ,0,0,1,1
자기와 의견이 다른데 ‘그래 맞아~’ 하면서 넘겼다면 정말 그 말이 맞다고 생각해서가 아니라 토론할 가치를 못 느껴서일 가능성이 크다 [10],0,0,1,1
ENTP이 왜  라고 묻거나 왜그렇게 생각해  라고 묻는것은 꼽주거나 비꼬는 것이 아닌 순수히 궁금해서 물어본 가능성이 크다 ,0,0,1,1
친구가 문제를 겪고있을 때  감정적인 지지보다는 문제의 해결방법을 제공하는 방식을 선호한다 ,0,0,1,1
다양한 분야에 관심이 많고 그만큼 아는 것들도 상식도 많아 똑똑하지만 막상 시험 공부를 하지 않아 학교 성적은 중위권에 머무는 경우가 많다 [11],0,0,1,1
가끔씩 기발한 아이디어가 생각나서 메모장에 두루뭉실한 계획을 많이 써 놓으나 실천하지 않은 것이 많다 ,0,0,1,1
사람들과 얘기하는 것을 좋아해 밝고 활동적이면서도 독립적이고 사람들과의 관계를 다른 부분들보다 우선시 하는 편은 아니라 겉으로 봤을때 차갑고 무관심해 보일 수도 있다 ,0,0,1,1
동정심  정이 많거나 가지고 있는 가치관이 굉장히 도덕적인 경우 전형적인 ENTP 같지 않아 구분하기 힘들 수도 있지만 오래 보다보면 ENTP 유형의 사람들은 구분이 확실히 될 정도로 뚜렷한 성향을 가지고 있는 유형이다 ,0,0,1,1
팔로워보다 리더가 되기를 원한다 ,0,0,1,1
주변에서 4차원이란 말을 듣기도 한다 ,0,0,1,1
자기애가 강한 편이다 ,0,0,1,1
자신은 어떻게든 성공할 것이라고 생각한다 ,0,0,1,1
감정적이기보다는 논리적이다 ,0,0,1,1
"엄격한 관리자  사업가형 구체적이고 현실적이고 사실적이며 활동을 조직화하고 주도해 나가는 지도력이 있다  실질적이고 현실감각이 뛰어나며 일을 조직하고 계획하여 추진시키는 능력이 있다  기계분야나 행정 분야에 재능을 지녔으며  체계적으로 사업체나 조직체를 이끌어 나간다  타고난 지도자로서 일의 목표를 설정하고  지시하고 결정하고 이행하는 능력이 있다  속단 속결하는 경향과 지나치게 업무 위주로 사람을 대하는 경향이 있으므로 인간 중심의 가치와 타인의 감정을 충분히 고려해야 한다  또 미래의 가능성보다 현재의 사실을 추구하기 때문에 현실적  실용적인 면이 강하다 
",0,1,1,0
감정이 잘 드러나 직설적인 언어로 표현한다 ,0,1,1,0
모든 게 제자리에 있어야 하며 계획이 틀어지는 것을 싫어한다 ,0,1,1,0
리더 역할을 선호하지는 않으나 막상 맡으면 잘한다 ,0,1,1,0
논리적  분석적 객관적이며 분명한 규칙을 중요시하고 그에 따라 행동하고 일을 추진하고 완성한다 ,0,1,1,0
정치 성향 면에서 중도 성향이 최하위  보수주의 성향은 가장 강한 것으로 나타났다   ,0,1,1,0
고집이 있지만 논리적으로 긍정하게 되면 더 이상 고집을 피우지 않는다  ,0,1,1,0
호불호가 확실하다 ,0,1,1,0
일을 잘해 놓고도 존경받는 일이 드물 수 있다  (때로 성격이 너무 직설적이라 아랫사람  주변사람하고 갈등이 있다 ),0,1,1,0
집단에서 분위기 보다는 목적 의식을 중요시한다 ,0,1,1,0
경영자적인 재질  가지고 있는것을 적절하게 활용하는데 탁월한 자질을 지녔다  (이들의 높은 지능과 재능은 경영자적인 능력으로 나온다 ),0,1,1,0
한 번 시작한 일을 철저하게 뿌리 뽑는다 ,0,1,1,0
전철을 탈 때도 어느 칸에 타야 갈아타기 편한지 계산하고 탄다 ,0,1,1,0
예약과 계획의 생활화,0,1,1,0
독창력  창의력이 부족하다  다만 자기 분야에 대해서는 어느 정도 경험만 쌓이면 그 경험을 바탕으로한 실용성 있는 발상을 해내는데에 있어선 제한적으로 창의적인 면모가 드러나곤 한다  ,0,1,1,0
매우 진취적이고 혁신적이며  현실적인 도전정신이 강한 야심가다  상당히 출세지향적이다 ,0,1,1,0
여유로우면 불안하다 ,0,1,1,0
남의 말에 공감하는 척하지만 속으론 상황판단 한다 ,0,1,1,0
말과 걸음이 빠르다 ,0,1,1,0
외로움을 별로 타지 않는다 ,0,1,1,0
지배하려는 성격이 있어도 양보는 잘 하지 않는다  ,0,1,1,0
감동시키기보다는 이해시키길 원한다 ,0,1,1,0
싸움을 싫어하지만 싸워서 지는 것도 싫어한다 ,0,1,1,0
가만히 있으면 피곤하다 ,0,1,1,0
"사교적인 외교관 친선도모형  동정심이 많고 다른 사람에게 관심을 쏟고 인화를 중시한다  타고난 협력자로서 동료애가 많고 친절하며 능동적인 구성원이다  이야기하기를 즐기며 정리 정돈을 잘하고 참을성이 많고 다른 사람들을 잘 도와준다  사람을 다루고 행동을 요구하는 분야  예를 들면 교직  성직  판매 특히 동정심을 필요로 하는 간호나 의료 분야에 적합하다  일이나 사람들에 대한 문제에 대하여 냉철한 입장을 취하기 어려워한다  반대 의견에 부딪혔을 때나 제 요구가 거절당했을 때 마음의 상처를 받는다 
",0,1,0,0
신나고 재미있는 성격이다 ,0,1,0,0
모든 MBTI 유형 중 외향 성향이 ESFP와 함께 가장 강한 편이다 ,0,1,0,0
즐거움을 추구한다 ,0,1,0,0
스트레스를 받으면 누구를 만나야 한다 ,0,1,0,0
강의 때 고개를 제일 많이 끄덕여 강사를 즐겁게 한다 ,0,1,0,0
준비성이 철저하며  참을성이 많고 타인을 잘 돕는다 ,0,1,0,0
남에게 동조하는 경향이 뛰어나며 사람들과의 상호 활동에서 기력이 생긴다 ,0,1,0,0
타인의 인정을 받는 것에 아주 민감하다 ,0,1,0,0
보수적이며  좋은 음식을 좋아하고  봉사를 좋아하며 재물을 모으는 것을 즐긴다 ,0,1,0,0
INTP Lover가 많다  ,0,1,0,0
INTP성격유형에 주로 많이 끌리며 매우 높은 관심과 애정을 가진 경우가 많다  외국 커뮤니티 설문조사에서 ESFJ가 좋아하는 유형 1위가 INTP로 투표되었다 ,0,1,0,0
소시오닉스에서 INTP와 ESFJ가 진실한 사랑을 하는 천생연분 관계로 알려져 있으며 천생연분을 알아보는지 서로에게 매력을 느껴 연애를 자주 한다 ,0,1,0,0
자신이 존경하는 사람이나 물건을 이상화하는 경향이 있다 ,0,1,0,0
집단의 일이나 목적을 개인의 것보다 앞세운다 ,0,1,0,0
주변 사람들에게 애정을 쏟으며 그들에게 선물하는 것을 좋아한다  (환경과 자신의 경제능력에 따라 갈린다 ),0,1,0,0
조화와 균형을 중요시한다 ,0,1,0,0
싫은 소리하기 싫어한다 ,0,1,0,0
사람들 사이에서 중재자 역할을 잘한다 ,0,1,0,0
리액션이 좋은 편이다 ,0,1,0,0
1대 1보다는 다수 속에 있어야 좋다 ,0,1,0,0
아무 생각 없이 멍 때리기를 잘한다 ,0,1,0,0
한 번 생활습관이나 버릇을 들이면 잘 못 바꾼다 ,0,1,0,0
생각보다 굉장히 철저하고 현실주의적이다  하지만 남들에게 싫은 소리를 잘 안 하고 대부분 맞춰주기 때문에 겉으로는 티가 나지 않을 수 있다  화가나도 웬만하면 묵묵히 참아주는 편이다 ,0,1,0,0
예의 없는 사람  남들 무시하는 사람을 굉장히 싫어한다 ,0,1,0,0
뉴스를 안 보더라도 가십거리가 될 만한 것은 챙겨둔다 ,0,1,0,0
남들 챙기는 것을 좋아한다  좋아하는 편에 속하지만 챙겨야 하는 책임감 때문에 어쩔 수 없이 챙길 때도 많다  (술자리에서 싫어하는 친구가 많이 취했을 때 챙기는 경우를 예로 들 수 있다 ),0,1,0,0
진지한 이야기보다 가벼운 이야기를 주로 한다 ,0,1,0,0
가벼운 이야기를 주로 하는것과는 다르게 사람 자체는 진지한 면이 있다 ,0,1,0,0
자기주장이 강하진 않다 ,0,1,0,0
남의 말에 ‘아 이건 아닌 것 같은데’하면서도 겉으로는 ‘맞아 맞아 ’ 하는 유형 ,0,1,0,0
공감 능력이 좋다  진심으로 공감되지 않더라도 적당히 상대방의 기분에 맞춰주는 ‘가식적인’ 공감을 잘 해준다 ,0,1,0,0
윗 글처럼 처음에는 공감 되지 않던 타인의 주장을 들으며 가식적인 공감을 하다가도 “오 이 말도 일리가 있는데 ” 하며 설득 당하는 경우도 잦다 ,0,1,0,0
싫어하는 사람에게도 겉으로 티 내지 않고 적당히 지낼 수 있다 ,0,1,0,0
다 받아주다 보니 진짜 친구  가짜 친구에 대해 구별 하는 법과 같은 인간관계 고민을 하는 경우도 있다  (인간관계 현타),0,1,0,0
행동보다 말이 앞선다거나 뜬구름 잡는 소리를 하는것을 한심하게 생각하지만 겉으론 잘 받아준다 ,0,1,0,0
역지사지를 잘한다 ,0,1,0,0
타인을 진심으로 이해하기 힘들 경우 '그럴 수 있지' 라는 마음으로 넘어갈 가능성이 크다 ,0,1,0,0
무례하거나 융통성 없이 사사건건 따지려 드는 사람을 피곤하게 여긴다  사회성 없는 사람을 싫어한다 ,0,1,0,0
기본적으로 친절하다  사회생활을 잘하는 유형 ,0,1,0,0
거짓말을 잘 안 한다  솔직한 편이다 ,0,1,0,0
현실주의자 ,0,1,0,0
관심 있는 것에 기억력이 굉장히 좋다 ,0,1,0,0
한번 좋아하면 혼신을 다한다 ,0,1,0,0
친구들이 두루두루 많은 편이다 (그러다보니 그만큼 이상한 사람들도 많이 붙는다 ),0,1,0,0
엄청 생각한다  말 한 마디에도 머리 굴린다 ,0,1,0,0
말을 조심히 하는 편에 속한다,0,1,0,0
세상 물정에 밝다 ,0,1,0,0
옳고 그름을 날카롭게 구분한다  하지만 주위 분위기를 살피며 그에 따라 행동한다 ,0,1,0,0
눈치가 굉장히 빠른 편이다  (타인에 관련 된 것엔 눈치가 빠르나  자기 자신과 관련 된 것에는 둔한 경우도 많다 ),0,1,0,0
동정심이 강하고 다 같이 사이좋게 지내는 것을 추구하기 때문에 약자를 잘 도와준다 ,0,1,0,0
한 번 깊은 관계를 맺은 사람들은 절대 배신하지 않는다 ,0,1,0,0
한 번 아니면 절대 아니다 (인간관계  사물의 판단이든),0,1,0,0
돈보다는 명예를 추구하는 편이다 ,0,1,0,0
예의가 바르고 친절해 어느 곳에서도 빠르게 적응하는 편이다 ,0,1,0,0
참을성이 있다 ,0,1,0,0
자연스럽게 분위기를 주도하거나 리더 역할을 맡는 경우가 많다 ,0,1,0,0
승부욕이 생기면 주체가 안된다 ,0,1,0,0
변치 않는다  한번 시작하면 끝을 본다 ,0,1,0,0
자존감이 높은 편이다  그러나 딱히 티를 내지는 않는다 ,0,1,0,0
자신이 옳다 생각되는 일들에 보수적이다 ,0,1,0,0
이성을 볼 때도 첫 눈에 반해서 좋다기 보다는 그 사람이 어떤 사람인지 철저하게 알아보고 괜찮은 사람이다 생각되면 좋아한다 ,0,1,0,0
그래서 그런지 엄청 잘생기고 예쁜 것을 원하지는 않지만 어디 하나 빠지지 않는 상대를 원한다 ,0,1,0,0
완벽주의 기질이 약간 있다 ,0,1,0,0
남들을 잘 챙기고 부탁에 거절을 잘 안 하는 것도 맞지만 이렇게 하면서 자신의 이득도 잘 챙긴다 (남 생각 하다가 자기를 못 챙기는 경우도 많다 ),0,1,0,0
자기 이야기를 많이 하고 잘 한게 있으면 동네방네 떠들고 다니지만 분위기를 띄우고 재밌게 만들고 싶어서 말하는 편이고 진짜 크거나 중요한 일은 그 누구에게도 절대 말 하지 않는다 ,0,1,0,0
이 유형이 “비밀 지키겠다” 라고 말 한다면 믿어도 된다  정말 절대 그 비밀에 대해 말을 안 하기 때문이다 (사람 특성과 환경에 따라 다름 하지만 대부분은 입이 무겁다 ),0,1,0,0
긍정적이고 낙천적인 편이다 ,0,1,0,0
지금 자신의 위치와 생활에 만족하면서 살아간다 (삶의 만족도가 가장 높은 상대적으로 행복한 성격중에 하나다 ),0,1,0,0
정이 굉장히 많다  그래서 그런지 주변 사람들 대부분을 굉장히 긍정적으로 평가하고 자신을 배신했거나 싸운 사람들도 그럴만한 이유가 있었겠지 하면서 이해하는 편이다 ,0,1,0,0
이 유형 사람들이 '누구의 이런 면이 별로야 ' '이렇게 행동했으면 좋겠어 ' 식의 어투가 아닌 '나 얘 진짜 싫어 '라고 확실하게 말했다면 그 사람은 정말 싫은거다 ,0,1,0,0
사람을 잘 싫어하지 않는데  이 유형의 사람이 누군가를 싫어한다면 그 사람은 이미 모두가 싫어하는 사람이다 ,0,1,0,0
말이 많고 말도 잘 한다  면접과 같은 상황들에 강하다 ,0,1,0,0
사람들 이름과 얼굴을 잘 기억하고 잘 구분한다 ,0,1,0,0
알고 보면 입이 굉장히 무거운 유형 중 하나이다 ,0,1,0,0
책임감 있고 성실해 학창 시절 큰 문제 없이 잘 지내는 편이다 ,0,1,0,0
이 유형의 사람들은 즉흥적으로 한 행동은 후회하는 경우가 많다  유튜브를 보고 헬스장을 끊거나 새해라고 금주를 다짐하면 3일 이내에 실패함  철저히 계획 후에 행동하는 것이 더 동기부여 되는 유형,0,1,0,0
낯을 가리지는 않지만 확실히 친해지기 전까지는 자신을 다 보여주지 않는 면이 있다 (자신은 낯을 가린다고 생각하지만 주위에서 아무도 믿어주지 않는다 사실 낯 가린다는 표현과는 거리가 먼 유형이다 ),0,1,0,0
오지랖이 매우 넓은 편으로 ISTP ISFP등 개인적인 성향이 강한 유형은 ESFJ가 때로 부담스러울 수 있다 ,0,1,0,0
굉장히 사교적인 타입이지만 조용하다고 평가 받을수도 있다  하지만 조용하다는 평가를 받는 것은 매우 드문 일 ,0,1,0,0
본인은 맞춤법이나 띄어쓰기를 잘 지키려고 노력하지만  문법나치처럼 남의 맞춤법 실수를 지적하지는 않는다  다만  상대가 먼저 물어볼 경우에는 본인이 알고 있는 범위 내에서 최선을 다해 설명한다 ,0,1,0,0
정의로운 사회운동가 / 언변능숙형  따뜻하고 적극적이며 책임감이 강하고 사교성이 풍부하고 동정심이 많다  상당히 이타적이고 민첩하고 인화를 중요시하고 참을성이 많다  다른 사람들의 생각이나 의견에 진지한 관심을 가지고 공동선을 위하여 다른 사람의 의견에 대체로 동의한다  현재보다는 미래의 가능성을 추구하며 편안하고 능란하게 계획을 제시하고 집단을 이끌어 가는 능력이 있다  때로 다른 사람들의 좋은 점을 지나치게 이상화하고 맹목적 충성을 보이는 경향이 있으며 다른 사람들에 대해서도 자기와 같을 것이라고 생각하는 경향이 있다 ,0,0,0,0
국내에서 가장 적은 유형이다 ,0,0,0,0
마음이 약하고 남의 의견에 동화를 잘하는 편이다 ,0,0,0,0
사람을 좋아하고 남에게 잘 맞춘다 ,0,0,0,0
